datetime,pm25,hour,dayofweek,is_weekend,lag_1h,lag_24h,lag_48h,rolling_mean_6h,rolling_mean_24h,rolling_std_24h
2024-01-31 02:00:00+00:00,11.04786324786325,2,2,0,11.04820512820513,11.056068376068378,11.064273504273508,11.04871794871795,11.051794871794874,0.0024174590808051706
2024-01-31 03:00:00+00:00,11.04752136752137,3,2,0,11.04786324786325,11.055726495726496,11.063931623931625,11.04837606837607,11.051452991452992,0.002417459080804466
2024-01-31 04:00:00+00:00,11.047179487179488,4,2,0,11.04752136752137,11.055384615384616,11.063589743589745,11.048034188034189,11.051111111111112,0.00241745908080389
2024-01-31 05:00:00+00:00,11.046837606837608,5,2,0,11.047179487179488,11.055042735042736,11.063247863247865,11.047692307692309,11.050769230769234,0.002417459080803248
2024-01-31 06:00:00+00:00,11.046495726495728,6,2,0,11.046837606837608,11.054700854700856,11.062905982905985,11.047350427350429,11.050427350427354,0.002417459080802415
2024-01-31 07:00:00+00:00,11.046153846153848,7,2,0,11.046495726495728,11.054358974358976,11.062564102564105,11.047008547008547,11.05008547008547,0.0024174590808015823
2024-01-31 08:00:00+00:00,11.045811965811966,8,2,0,11.046153846153848,11.054017094017096,11.062222222222225,11.046666666666667,11.04974358974359,0.002417459080800812
2024-01-31 09:00:00+00:00,11.045470085470086,9,2,0,11.045811965811966,11.053675213675216,11.061880341880345,11.046324786324789,11.049401709401712,0.002417459080799851
2024-01-31 10:00:00+00:00,11.045128205128206,10,2,0,11.045470085470086,11.053333333333336,11.061538461538465,11.045982905982905,11.04905982905983,0.00241745908079889
2024-01-31 11:00:00+00:00,11.044786324786326,11,2,0,11.045128205128206,11.052991452991456,11.061196581196585,11.045641025641027,11.04871794871795,0.002417459080797929
2024-01-31 12:00:00+00:00,11.044444444444446,12,2,0,11.044786324786326,11.052649572649576,11.060854700854703,11.045299145299147,11.04837606837607,0.002417459080796968
2024-01-31 13:00:00+00:00,11.044102564102564,13,2,0,11.044444444444446,11.052307692307693,11.06051282051282,11.044957264957267,11.048034188034189,0.002417459080796326
2024-01-31 14:00:00+00:00,11.043760683760684,14,2,0,11.044102564102564,11.051965811965813,11.06017094017094,11.044615384615385,11.047692307692309,0.0024174590807954934
2024-01-31 15:00:00+00:00,11.043418803418804,15,2,0,11.043760683760684,11.051623931623933,11.05982905982906,11.044273504273505,11.047350427350429,0.0024174590807946603
2024-01-31 16:00:00+00:00,11.043076923076924,16,2,0,11.043418803418804,11.051282051282053,11.05948717948718,11.043931623931625,11.04700854700855,0.0024174590807938276
2024-01-31 17:00:00+00:00,11.042735042735044,17,2,0,11.043076923076924,11.050940170940171,11.0591452991453,11.043589743589743,11.046666666666667,0.002417459080793123
2024-01-31 18:00:00+00:00,11.042393162393164,18,2,0,11.042735042735044,11.050598290598291,11.05880341880342,11.043247863247863,11.046324786324789,0.0024174590807924186
2024-01-31 19:00:00+00:00,11.042051282051284,19,2,0,11.042393162393164,11.050256410256411,11.05846153846154,11.042905982905985,11.045982905982909,0.0024174590807917143
2024-01-31 20:00:00+00:00,11.041709401709404,20,2,0,11.042051282051284,11.049914529914531,11.05811965811966,11.042564102564105,11.045641025641027,0.0024174590807910096
2024-01-31 21:00:00+00:00,11.041367521367524,21,2,0,11.041709401709404,11.049572649572651,11.05777777777778,11.042222222222223,11.045299145299147,0.0024174590807903057
2024-01-31 22:00:00+00:00,11.041025641025644,22,2,0,11.041367521367524,11.049230769230771,11.057435897435898,11.041880341880344,11.044957264957267,0.002417459080789601
2024-01-31 23:00:00+00:00,11.04068376068376,23,2,0,11.041025641025644,11.04888888888889,11.057094017094018,11.041538461538464,11.044615384615385,0.0024174590807893442
2024-02-01 00:00:00+00:00,11.04034188034188,0,3,0,11.04068376068376,11.04854700854701,11.056752136752138,11.041196581196582,11.044273504273505,0.002417459080788831
2024-02-01 01:00:00+00:00,11.04,1,3,0,11.04034188034188,11.04820512820513,11.056410256410258,11.040854700854702,11.043931623931625,0.0024174590807881265
2024-02-01 02:00:00+00:00,11.03965811965812,2,3,0,11.04,11.04786324786325,11.056068376068378,11.040512820512822,11.043589743589743,0.0024174590807873567
2024-02-01 03:00:00+00:00,11.03931623931624,3,3,0,11.03965811965812,11.04752136752137,11.055726495726496,11.04017094017094,11.043247863247863,0.0024174590807863956
2024-02-01 04:00:00+00:00,11.03897435897436,4,3,0,11.03931623931624,11.047179487179488,11.055384615384616,11.03982905982906,11.042905982905983,0.0024174590807855625
2024-02-01 05:00:00+00:00,11.03863247863248,5,3,0,11.03897435897436,11.046837606837608,11.055042735042736,11.03948717948718,11.042564102564105,0.00241745908078473
2024-02-01 06:00:00+00:00,11.0382905982906,6,3,0,11.03863247863248,11.046495726495728,11.054700854700856,11.039145299145298,11.042222222222223,0.0024174590807838968
2024-02-01 07:00:00+00:00,11.03794871794872,7,3,0,11.0382905982906,11.046153846153848,11.054358974358976,11.03880341880342,11.041880341880344,0.002417459080783064
2024-02-01 08:00:00+00:00,11.03760683760684,8,3,0,11.03794871794872,11.045811965811966,11.054017094017096,11.03846153846154,11.041538461538464,0.0024174590807823594
2024-02-01 09:00:00+00:00,11.037264957264956,9,3,0,11.03760683760684,11.045470085470086,11.053675213675216,11.03811965811966,11.041196581196582,0.0024174590807818463
2024-02-01 10:00:00+00:00,11.036923076923078,10,3,0,11.037264957264956,11.045128205128206,11.053333333333336,11.037777777777778,11.040854700854702,0.0024174590807810132
2024-02-01 11:00:00+00:00,11.036581196581198,11,3,0,11.036923076923078,11.044786324786326,11.052991452991456,11.037435897435898,11.040512820512822,0.0024174590807801806
2024-02-01 12:00:00+00:00,11.036239316239318,12,3,0,11.036581196581198,11.044444444444446,11.052649572649576,11.037094017094018,11.04017094017094,0.0024174590807793475
2024-02-01 13:00:00+00:00,11.035897435897438,13,3,0,11.036239316239318,11.044102564102564,11.052307692307693,11.036752136752137,11.03982905982906,0.002417459080778643
2024-02-01 14:00:00+00:00,11.035555555555556,14,3,0,11.035897435897438,11.043760683760684,11.051965811965813,11.036410256410257,11.039487179487182,0.0024174590807780013
2024-02-01 15:00:00+00:00,11.035213675213676,15,3,0,11.035555555555556,11.043418803418804,11.051623931623933,11.036068376068377,11.039145299145298,0.0024174590807771686
2024-02-01 16:00:00+00:00,11.034871794871796,16,3,0,11.035213675213676,11.043076923076924,11.051282051282053,11.035726495726498,11.03880341880342,0.002417459080776336
2024-02-01 17:00:00+00:00,11.034529914529916,17,3,0,11.034871794871796,11.042735042735044,11.050940170940171,11.035384615384615,11.03846153846154,0.002417459080775503
2024-02-01 18:00:00+00:00,11.034188034188036,18,3,0,11.034529914529916,11.042393162393164,11.050598290598291,11.035042735042737,11.03811965811966,0.00241745908077467
2024-02-01 19:00:00+00:00,11.033846153846154,19,3,0,11.034188034188036,11.042051282051284,11.050256410256411,11.034700854700853,11.037777777777778,0.0024174590807739
2024-02-01 20:00:00+00:00,11.033504273504274,20,3,0,11.033846153846154,11.041709401709404,11.049914529914531,11.034358974358975,11.037435897435898,0.002417459080772939
2024-02-01 21:00:00+00:00,11.033162393162394,21,3,0,11.033504273504274,11.041367521367524,11.049572649572651,11.034017094017095,11.037094017094018,0.002417459080771978
2024-02-01 22:00:00+00:00,11.032820512820514,22,3,0,11.033162393162394,11.041025641025644,11.049230769230771,11.033675213675215,11.036752136752137,0.002417459080771017
2024-02-01 23:00:00+00:00,11.032478632478632,23,3,0,11.032820512820514,11.04068376068376,11.04888888888889,11.033333333333333,11.036410256410257,0.002417459080770569
2024-02-02 00:00:00+00:00,11.032136752136752,0,4,0,11.032478632478632,11.04034188034188,11.04854700854701,11.032991452991453,11.036068376068377,0.002417459080770056
2024-02-02 01:00:00+00:00,11.031794871794872,1,4,0,11.032136752136752,11.04,11.04820512820513,11.032649572649573,11.035726495726495,0.002417459080769351
2024-02-02 02:00:00+00:00,11.031452991452992,2,4,0,11.031794871794872,11.03965811965812,11.04786324786325,11.032307692307691,11.035384615384617,0.002417459080768647
2024-02-02 03:00:00+00:00,11.031111111111112,3,4,0,11.031452991452992,11.03931623931624,11.04752136752137,11.031965811965811,11.035042735042737,0.0024174590807679425
2024-02-02 04:00:00+00:00,11.03076923076923,4,4,0,11.031111111111112,11.03897435897436,11.047179487179488,11.031623931623932,11.034700854700857,0.002417459080767366
2024-02-02 05:00:00+00:00,11.03042735042735,5,4,0,11.03076923076923,11.03863247863248,11.046837606837608,11.031282051282053,11.034358974358975,0.0024174590807667243
2024-02-02 06:00:00+00:00,11.03008547008547,6,4,0,11.03042735042735,11.0382905982906,11.046495726495728,11.030940170940172,11.034017094017095,0.0024174590807658916
2024-02-02 07:00:00+00:00,11.02974358974359,7,4,0,11.03008547008547,11.03794871794872,11.046153846153848,11.030598290598292,11.033675213675215,0.0024174590807650585
2024-02-02 08:00:00+00:00,11.02940170940171,8,4,0,11.02974358974359,11.03760683760684,11.045811965811966,11.030256410256412,11.033333333333333,0.002417459080764226
2024-02-02 09:00:00+00:00,11.029059829059827,9,4,0,11.02940170940171,11.037264957264956,11.045470085470086,11.02991452991453,11.032991452991453,0.0024174590807638408
2024-02-02 10:00:00+00:00,11.028717948717947,10,4,0,11.029059829059827,11.036923076923078,11.045128205128206,11.02957264957265,11.032649572649573,0.002417459080763136
2024-02-02 11:00:00+00:00,11.028376068376067,11,4,0,11.028717948717947,11.036581196581198,11.044786324786326,11.02923076923077,11.032307692307691,0.0024174590807623663
2024-02-02 12:00:00+00:00,11.028034188034187,12,4,0,11.028376068376067,11.036239316239318,11.044444444444446,11.028888888888888,11.031965811965811,0.002417459080761405
2024-02-02 13:00:00+00:00,11.027692307692307,13,4,0,11.028034188034187,11.035897435897438,11.044102564102564,11.028547008547008,11.031623931623933,0.002417459080760444
2024-02-02 14:00:00+00:00,11.027350427350427,14,4,0,11.027692307692307,11.035555555555556,11.043760683760684,11.028205128205128,11.031282051282053,0.002417459080759611
2024-02-02 15:00:00+00:00,11.027008547008547,15,4,0,11.027350427350427,11.035213675213676,11.043418803418804,11.027863247863246,11.030940170940172,0.0024174590807587784
2024-02-02 16:00:00+00:00,11.026666666666667,16,4,0,11.027008547008547,11.034871794871796,11.043076923076924,11.027521367521368,11.030598290598292,0.0024174590807579453
2024-02-02 17:00:00+00:00,11.026324786324787,17,4,0,11.026666666666667,11.034529914529916,11.042735042735044,11.027179487179488,11.030256410256412,0.0024174590807571126
2024-02-02 18:00:00+00:00,11.025982905982907,18,4,0,11.026324786324787,11.034188034188036,11.042393162393164,11.026837606837608,11.02991452991453,0.00241745908075628
2024-02-02 19:00:00+00:00,11.025641025641026,19,4,0,11.025982905982907,11.033846153846154,11.042051282051284,11.026495726495726,11.02957264957265,0.0024174590807557036
2024-02-02 20:00:00+00:00,11.025299145299146,20,4,0,11.025641025641026,11.033504273504274,11.041709401709404,11.026153846153846,11.02923076923077,0.0024174590807550618
2024-02-02 21:00:00+00:00,11.024957264957266,21,4,0,11.025299145299146,11.033162393162394,11.041367521367524,11.025811965811966,11.028888888888888,0.002417459080754229
2024-02-02 22:00:00+00:00,11.024615384615386,22,4,0,11.024957264957266,11.032820512820514,11.041025641025644,11.025470085470085,11.028547008547008,0.002417459080753396
2024-02-02 23:00:00+00:00,11.024273504273506,23,4,0,11.024615384615386,11.032478632478632,11.04068376068376,11.025128205128205,11.028205128205128,0.0024174590807526917
2024-02-03 00:00:00+00:00,11.023931623931624,0,5,1,11.024273504273506,11.032136752136752,11.04034188034188,11.024786324786326,11.027863247863246,0.0024174590807521153
2024-02-03 01:00:00+00:00,11.023589743589744,1,5,1,11.023931623931624,11.031794871794872,11.04,11.024444444444446,11.027521367521368,0.0024174590807514735
2024-02-03 02:00:00+00:00,11.023247863247864,2,5,1,11.023589743589744,11.031452991452992,11.03965811965812,11.024102564102565,11.027179487179488,0.002417459080750641
2024-02-03 03:00:00+00:00,11.022905982905984,3,5,1,11.023247863247864,11.031111111111112,11.03931623931624,11.023760683760685,11.026837606837608,0.0024174590807498077
2024-02-03 04:00:00+00:00,11.022564102564104,4,5,1,11.022905982905984,11.03076923076923,11.03897435897436,11.023418803418805,11.026495726495726,0.0024174590807491034
2024-02-03 05:00:00+00:00,11.022222222222222,5,5,1,11.022564102564104,11.03042735042735,11.03863247863248,11.023076923076923,11.026153846153846,0.002417459080748527
2024-02-03 06:00:00+00:00,11.021880341880342,6,5,1,11.022222222222222,11.03008547008547,11.0382905982906,11.022735042735043,11.025811965811966,0.0024174590807478856
2024-02-03 07:00:00+00:00,11.021538461538462,7,5,1,11.021880341880342,11.02974358974359,11.03794871794872,11.022393162393163,11.025470085470085,0.0024174590807470525
2024-02-03 08:00:00+00:00,11.021196581196582,8,5,1,11.021538461538462,11.02940170940171,11.03760683760684,11.022051282051281,11.025128205128205,0.00241745908074622
2024-02-03 09:00:00+00:00,11.020854700854702,9,5,1,11.021196581196582,11.029059829059827,11.037264957264956,11.021709401709401,11.024786324786325,0.0024174590807456435
2024-02-03 10:00:00+00:00,11.02051282051282,10,5,1,11.020854700854702,11.028717948717947,11.036923076923078,11.021367521367523,11.024444444444446,0.002417459080745196
2024-02-03 11:00:00+00:00,11.02017094017094,11,5,1,11.02051282051282,11.028376068376067,11.036581196581198,11.02102564102564,11.024102564102563,0.0024174590807446825
2024-02-03 12:00:00+00:00,11.01982905982906,12,5,1,11.02017094017094,11.028034188034187,11.036239316239318,11.020683760683761,11.023760683760685,0.002417459080743978
2024-02-03 13:00:00+00:00,11.01948717948718,13,5,1,11.01982905982906,11.027692307692307,11.035897435897438,11.020341880341881,11.023418803418805,0.0024174590807432735
2024-02-03 14:00:00+00:00,11.0191452991453,14,5,1,11.01948717948718,11.027350427350427,11.035555555555556,11.020000000000001,11.023076923076923,0.002417459080742569
2024-02-03 15:00:00+00:00,11.01880341880342,15,5,1,11.0191452991453,11.027008547008547,11.035213675213676,11.01965811965812,11.022735042735043,0.002417459080741865
2024-02-03 16:00:00+00:00,11.01846153846154,16,5,1,11.01880341880342,11.026666666666667,11.034871794871796,11.01931623931624,11.022393162393163,0.00241745908074116
2024-02-03 17:00:00+00:00,11.01811965811966,17,5,1,11.01846153846154,11.026324786324787,11.034529914529916,11.018974358974361,11.022051282051281,0.002417459080740456
2024-02-03 18:00:00+00:00,11.01777777777778,18,5,1,11.01811965811966,11.025982905982907,11.034188034188036,11.018632478632481,11.021709401709401,0.0024174590807397515
2024-02-03 19:00:00+00:00,11.017435897435895,19,5,1,11.01777777777778,11.025641025641026,11.033846153846154,11.0182905982906,11.021367521367523,0.002417459080739495
2024-02-03 20:00:00+00:00,11.017094017094015,20,5,1,11.017435897435895,11.025299145299146,11.033504273504274,11.01794871794872,11.021025641025643,0.0024174590807389817
2024-02-03 21:00:00+00:00,11.016752136752135,21,5,1,11.017094017094015,11.024957264957266,11.033162393162394,11.01760683760684,11.020683760683761,0.002417459080738277
2024-02-03 22:00:00+00:00,11.016410256410255,22,5,1,11.016752136752135,11.024615384615386,11.032820512820514,11.017264957264956,11.020341880341881,0.0024174590807375072
2024-02-03 23:00:00+00:00,11.016068376068375,23,5,1,11.016410256410255,11.024273504273506,11.032478632478632,11.016923076923076,11.020000000000001,0.002417459080736546
2024-02-04 00:00:00+00:00,11.015726495726495,0,6,1,11.016068376068375,11.023931623931624,11.032136752136752,11.016581196581194,11.01965811965812,0.002417459080735713
2024-02-04 01:00:00+00:00,11.015384615384615,1,6,1,11.015726495726495,11.023589743589744,11.031794871794872,11.016239316239314,11.01931623931624,0.0024174590807348804
2024-02-04 02:00:00+00:00,11.015042735042735,2,6,1,11.015384615384615,11.023247863247864,11.031452991452992,11.015897435897434,11.01897435897436,0.0024174590807340473
2024-02-04 03:00:00+00:00,11.014700854700855,3,6,1,11.015042735042735,11.022905982905984,11.031111111111112,11.015555555555556,11.018632478632478,0.0024174590807332147
2024-02-04 04:00:00+00:00,11.014358974358975,4,6,1,11.014700854700855,11.022564102564104,11.03076923076923,11.015213675213674,11.018290598290598,0.0024174590807323816
2024-02-04 05:00:00+00:00,11.014017094017094,5,6,1,11.014358974358975,11.022222222222222,11.03042735042735,11.014871794871794,11.017948717948718,0.00241745908073174
2024-02-04 06:00:00+00:00,11.013675213675214,6,6,1,11.014017094017094,11.021880341880342,11.03008547008547,11.014529914529916,11.01760683760684,0.002417459080730907
2024-02-04 07:00:00+00:00,11.013333333333334,7,6,1,11.013675213675214,11.021538461538462,11.02974358974359,11.014188034188033,11.017264957264956,0.0024174590807300744
2024-02-04 08:00:00+00:00,9.3725,8,6,1,11.013333333333334,11.021196581196582,11.02940170940171,10.740430911680912,10.948569266381767,0.33570900771296525
2024-02-04 09:00:00+00:00,7.9,9,6,1,9.3725,11.020854700854702,11.029059829059827,10.221314102564103,10.818533653846153,0.7063328291098526
2024-02-04 10:00:00+00:00,6.073333333333333,10,6,1,7.9,11.02051282051282,11.028717948717947,9.39780982905983,10.612401175213675,1.1965747425572542
2024-02-04 11:00:00+00:00,5.7775,11,6,1,6.073333333333333,11.02017094017094,11.028376068376067,8.52505698005698,10.393956552706554,1.5463274240221936
2024-02-04 12:00:00+00:00,5.7,12,6,1,5.7775,11.01982905982906,11.028034188034187,7.639444444444444,10.172297008547009,1.81129639367028
2024-02-04 13:00:00+00:00,4.986666666666667,13,6,1,5.7,11.01948717948718,11.027692307692307,6.635000000000001,9.920929487179487,2.086341212967954
2024-02-04 14:00:00+00:00,28.6375,14,6,1,4.986666666666667,11.0191452991453,11.027350427350427,9.845833333333333,10.6550275997151,4.355332488526879
2024-02-04 15:00:00+00:00,7.580000000000001,15,6,1,28.6375,11.01880341880342,11.027008547008547,9.7925,10.511744123931624,4.3991892689611225
2024-02-04 16:00:00+00:00,8.19,16,6,1,7.580000000000001,11.01846153846154,11.026666666666667,10.145277777777777,10.39389155982906,4.422847375937872
2024-02-04 17:00:00+00:00,8.153333333333334,17,6,1,8.19,11.01811965811966,11.026324786324787,10.54125,10.274525462962963,4.4438760844218015
2024-02-04 18:00:00+00:00,10.54,18,6,1,8.153333333333334,11.01777777777778,11.025982905982907,11.347916666666665,10.254618055555556,4.441471252737112
2024-02-04 19:00:00+00:00,12.3125,19,6,1,10.54,11.017435897435895,11.025641025641026,12.568888888888887,10.308579059829059,4.458974548335957
2024-02-04 20:00:00+00:00,12.62,20,6,1,12.3125,11.017094017094015,11.025299145299146,9.899305555555555,10.375366809116809,4.48199325493427
2024-02-04 21:00:00+00:00,12.7975,21,6,1,12.62,11.016752136752135,11.024957264957266,10.768888888888888,10.449564636752136,4.5077386974836555
2024-02-04 22:00:00+00:00,11.206666666666669,22,6,1,12.7975,11.016410256410255,11.024615384615386,11.271666666666667,10.457491987179488,4.508946030746025
2024-02-04 23:00:00+00:00,9.6475,23,6,1,11.206666666666669,11.016068376068375,11.024273504273506,11.520694444444445,10.400468304843306,4.510228509186869
2024-02-05 00:00:00+00:00,8.893333333333333,0,0,0,9.6475,11.015726495726495,11.023931623931624,11.246249999999998,10.312035256410256,4.518440146393645
2024-02-05 01:00:00+00:00,7.935,1,0,0,8.893333333333333,11.015384615384615,11.023589743589744,10.516666666666667,10.183685897435897,4.541284831119217
2024-02-05 02:00:00+00:00,7.426666666666667,2,0,0,7.935,11.015042735042735,11.023247863247864,9.651111111111112,10.034170227920228,4.57169288641094
2024-02-05 03:00:00+00:00,9.58,3,0,0,7.426666666666667,11.014700854700855,11.022905982905984,9.11486111111111,9.974391025641026,4.5676923557670825
2024-02-05 04:00:00+00:00,11.7475,4,0,0,9.58,11.014358974358975,11.022564102564104,9.205,10.004938568376067,4.577391016693471
2024-02-05 05:00:00+00:00,11.506666666666668,5,0,0,11.7475,11.014017094017094,11.022222222222222,9.514861111111111,10.025465633903135,4.583213848256085
2024-02-05 06:00:00+00:00,10.465,6,0,0,11.506666666666668,11.013675213675214,11.021880341880342,9.776805555555557,10.002604166666668,4.579437120710607
2024-02-05 07:00:00+00:00,10.543333333333337,7,0,0,10.465,11.013333333333334,11.021538461538462,10.211527777777778,9.983020833333333,4.5759305553750185
2024-02-05 08:00:00+00:00,9.4925,8,0,0,10.543333333333337,9.3725,11.021196581196582,10.555833333333334,9.988020833333334,4.575299967809849
2024-02-05 09:00:00+00:00,7.876666666666666,9,0,0,9.4925,7.9,11.020854700854702,10.271944444444445,9.987048611111112,4.575765405332277
2024-02-05 10:00:00+00:00,7.3725,10,0,0,7.876666666666666,6.073333333333333,11.02051282051282,9.54277777777778,10.041180555555556,4.53495524532419
2024-02-05 11:00:00+00:00,6.84,11,0,0,7.3725,5.7775,11.02017094017094,8.765,10.08545138888889,4.496546433615449
2024-02-05 12:00:00+00:00,6.7225,12,0,0,6.84,5.7,11.01982905982906,8.14125,10.128055555555557,4.457865942361256
2024-02-05 13:00:00+00:00,7.353333333333333,13,0,0,6.7225,4.986666666666667,11.01948717948718,7.609583333333333,10.226666666666667,4.364386034591485
2024-02-05 14:00:00+00:00,6.74,14,0,0,7.353333333333333,28.6375,11.0191452991453,7.150833333333332,9.314270833333333,1.9925925673964826
2024-02-05 15:00:00+00:00,7.786666666666666,15,0,0,6.74,7.580000000000001,11.01880341880342,7.135833333333333,9.322881944444445,1.9852048163837261
2024-02-05 16:00:00+00:00,10.505,16,0,0,7.786666666666666,8.19,11.01846153846154,7.657916666666666,9.419340277777778,1.9840073446611715
2024-02-05 17:00:00+00:00,11.45,17,0,0,10.505,8.153333333333334,11.01811965811966,8.42625,9.556701388888888,2.0065385491500103
2024-02-05 18:00:00+00:00,14.85,18,0,0,11.45,10.54,11.01777777777778,9.780833333333332,9.736284722222223,2.273482864349483
2024-02-05 19:00:00+00:00,18.2,19,0,0,14.85,12.3125,11.017435897435895,11.588611111111112,9.981597222222222,2.8163650138259864
2024-02-05 20:00:00+00:00,14.315,20,0,0,18.2,12.62,11.017094017094015,12.851111111111111,10.052222222222222,2.905253671009581
2024-02-05 21:00:00+00:00,9.213333333333331,21,0,0,14.315,12.7975,11.016752136752135,13.088888888888887,9.902881944444445,2.84958729721383
2024-02-05 22:00:00+00:00,8.1625,22,0,0,9.213333333333331,11.206666666666669,11.016410256410255,12.698472222222222,9.776041666666666,2.856771896261674
2024-02-05 23:00:00+00:00,7.86,23,0,0,8.1625,9.6475,11.016068376068375,12.100138888888887,9.7015625,2.883445339121531
2024-02-06 00:00:00+00:00,8.375,0,1,0,7.86,8.893333333333333,11.015726495726495,11.020972222222222,9.679965277777777,2.891691626663843
2024-02-06 01:00:00+00:00,9.2975,1,1,0,8.375,7.935,11.015384615384615,9.537222222222221,9.736736111111112,2.869231651983778
2024-02-06 02:00:00+00:00,9.24,2,1,0,9.2975,7.426666666666667,11.015042735042735,8.691388888888888,9.812291666666667,2.829353857652235
2024-02-06 03:00:00+00:00,12.805,3,1,0,9.24,9.58,11.014700854700855,9.29,9.946666666666667,2.8936931357295137
2024-02-06 04:00:00+00:00,17.465000009536745,4,1,0,12.805,11.7475,11.014358974358975,10.840416668256125,10.184895833730698,3.260500358119057
2024-02-06 05:00:00+00:00,21.39603572336833,5,1,0,17.465000009536745,11.506666666666668,11.014017094017094,13.096422622150845,10.596952877759934,3.9802634540899793
2024-02-06 06:00:00+00:00,17.163340746561687,6,1,0,21.39603572336833,10.465,11.013675213675214,14.561146079911126,10.87605040886667,4.199420159187091
2024-02-06 07:00:00+00:00,13.920255975087484,7,1,0,17.163340746561687,10.543333333333337,11.013333333333334,15.331605409092374,11.01675551893976,4.24412288830065
2024-02-06 08:00:00+00:00,11.089999999999998,8,1,0,13.920255975087484,9.4925,9.3725,15.639938742425707,11.083318018939758,4.2316868636009675
2024-02-06 09:00:00+00:00,12.006934525171916,9,1,0,11.089999999999998,7.876666666666666,7.9,15.506927829954359,11.255412513044144,4.179268989356369
2024-02-06 10:00:00+00:00,8.236666666666666,10,1,0,12.006934525171916,7.3725,6.073333333333333,13.968872272809348,11.291419457488589,4.1479662615709625
2024-02-06 11:00:00+00:00,9.626392855326335,11,1,0,8.236666666666666,6.84,5.7775,12.00726512813568,11.407519159793855,4.055929816102343
2024-02-06 12:00:00+00:00,9.086369060675302,12,1,0,9.626392855326335,6.7225,5.7,10.66110318048795,11.506013703988657,3.9648923365597692
2024-02-06 13:00:00+00:00,7.687827377319335,13,1,0,9.086369060675302,7.353333333333333,4.986666666666667,9.622365080859925,11.519950955821407,3.950221067937898
2024-02-06 14:00:00+00:00,9.227738109429678,14,1,0,7.687827377319335,6.74,28.6375,9.311988099098206,11.623606710380978,3.850726127970376
2024-02-06 15:00:00+00:00,17.193553610483807,15,1,0,9.227738109429678,7.786666666666666,7.580000000000001,10.176424613316854,12.015560333040026,3.9212977307647017
2024-02-06 16:00:00+00:00,11.366666666666667,16,1,0,17.193553610483807,10.505,8.19,10.69809127998352,12.051463110817805,3.9107965372885287
2024-02-06 17:00:00+00:00,23.892601252237956,17,1,0,11.366666666666667,11.45,8.153333333333334,13.07579267946879,12.56990482966105,4.592856508232871
2024-02-06 18:00:00+00:00,31.14614592870077,18,1,0,23.892601252237956,14.85,10.54,16.752422157473035,13.248910910023582,5.9489945370105755
2024-02-06 19:00:00+00:00,25.953047673543296,19,1,0,31.14614592870077,18.2,12.3125,19.79662554017703,13.571954563087887,6.421294610489943
2024-02-06 20:00:00+00:00,31.316636981964113,20,1,0,25.953047673543296,14.315,12.62,23.478108685599437,14.28035610400306,7.373976611994669
2024-02-06 21:00:00+00:00,19.425,21,1,0,31.316636981964113,9.213333333333331,12.7975,23.85001641718547,14.705842215114172,7.363496727919274
2024-02-06 22:00:00+00:00,24.833333333333332,22,1,0,19.425,8.1625,11.206666666666669,26.094460861629912,15.400460270669726,7.504363428087552
2024-02-06 23:00:00+00:00,26.0625,23,1,0,24.833333333333332,7.86,9.6475,26.456110652923584,16.158897770669725,7.627954629551272
